
-bacteriana-97.96%
-bacteriana-97.96%
-normal-95.67%
-viral-99.45%
-normal-99.97%
-bacteriana-50.74%
-viral-99.45%
-viral-91.39%
-viral-93.05%
-viral-67.95%
-bacteriana-96.47%
